"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.060050292E0,4.701435473E-3,1.478889477E-1,-3.694691849E-1,3.979958831E-1
3.070044292E0,-1.090688627E-1,1.663522255E-1,-2.712839091E-1,3.363986312E-1
3.080037292E0,-7.795993958E-2,1.519586098E-1,-3.190597540E-1,3.618954240E-1
3.090031292E0,2.774779743E-2,1.205431646E-1,-4.217128873E-1,4.394796402E-1
3.100024292E0,1.011541995E-1,1.383264843E-1,-6.098002732E-1,6.334214723E-1
3.110018292E0,1.603563261E-1,2.586245410E-1,-7.518104303E-1,8.110608656E-1
3.120011292E0,1.498083511E-1,4.029341522E-1,-7.463070309E-1,8.612622466E-1
3.130005292E0,1.510652101E-1,4.813658525E-1,-6.776110178E-1,8.448020319E-1
3.139999292E0,2.386671535E-1,5.112034996E-1,-6.183576733E-1,8.370527106E-1
3.149992292E0,2.801585937E-1,4.915306522E-1,-5.987408495E-1,8.237607811E-1
3.159986292E0,2.614633094E-1,3.675933615E-1,-5.993863821E-1,7.501679656E-1
3.169979292E0,2.326881927E-1,1.750729457E-1,-6.806544936E-1,7.403275430E-1
3.179973292E0,1.869142883E-1,1.536567874E-2,-6.695365977E-1,6.953073500E-1
3.189966292E0,7.069524921E-2,-2.526464939E-2,-4.640052134E-1,4.700393162E-1
3.199960542E0,2.000253903E-2,-7.150735438E-2,-2.810195231E-1,2.906636814E-1
3.209954542E0,2.667769301E-2,-1.799344669E-1,-1.466154242E-1,2.336326054E-1
3.219947542E0,1.356271081E-1,-1.866977585E-1,-6.464330792E-2,2.396445759E-1
3.229941542E0,2.927951942E-1,-9.880621355E-2,-1.216460592E-1,3.320985656E-1
3.239934542E0,4.382660624E-1,8.593989059E-2,-2.996382272E-1,5.378158360E-1
3.249928542E0,5.064545007E-1,2.728425940E-1,-4.616721743E-1,7.376180847E-1
3.259921542E0,6.056103777E-1,5.110529338E-1,-7.794677603E-1,1.111534534E0
3.269915542E0,6.026451085E-1,6.934724674E-1,-9.879724538E-1,1.349138525E0
3.279909542E0,5.476080084E-1,6.965750000E-1,-9.963649625E-1,1.333354566E0
3.289902542E0,5.143164841E-1,6.298087142E-1,-9.331051058E-1,1.237685582E0
3.299896542E0,4.841364460E-1,5.734814991E-1,-7.896945405E-1,1.089443250E0
3.309889542E0,3.862756176E-1,4.692075908E-1,-5.197361952E-1,7.996813919E-1
3.319883542E0,2.381083424E-1,3.733351446E-1,-2.063944334E-1,4.885420914E-1
3.329876542E0,1.467349997E-1,3.049213327E-1,2.766025364E-2,3.395191732E-1
3.339870542E0,1.387421666E-1,1.571143922E-1,9.182642877E-2,2.288370906E-1
3.349864542E0,8.246935797E-2,2.130301461E-2,6.554611802E-2,1.074770069E-1
3.359857542E0,6.181299060E-2,-2.999963326E-2,5.383531451E-3,6.891883787E-2
3.369851542E0,1.068454224E-1,-3.771282334E-2,-1.040839469E-1,1.538560020E-1
3.379844542E0,1.315658788E-1,-8.153686412E-3,-2.703553712E-1,3.007791379E-1
3.389838542E0,2.343150708E-1,3.676199298E-2,-5.572162628E-1,6.055947160E-1
3.399831542E0,3.218634208E-1,1.499522474E-1,-8.233902901E-1,8.966901963E-1
3.409825542E0,2.159149613E-1,2.266393212E-1,-1.031662849E0,1.078106157E0
3.419819542E0,1.946587975E-1,2.487690590E-1,-1.239926637E0,1.279529663E0
3.429812542E0,1.622563058E-1,2.642175124E-1,-1.370699615E0,1.405331078E0
3.439806542E0,6.641336974E-2,2.436114494E-1,-1.432849086E0,1.454927413E0
3.449799542E0,-2.038635392E-2,1.953253618E-1,-1.431030017E0,1.444442630E0
3.459793542E0,-8.196890026E-2,1.805510924E-1,-1.364056009E0,1.378392685E0
3.469786542E0,-1.075247593E-1,1.484624865E-1,-1.301794272E0,1.314637216E0
3.479780542E0,-5.602005355E-2,9.866507638E-2,-1.260690100E0,1.265785358E0
3.489774542E0,-1.128940199E-2,1.146913443E-1,-1.150516278E0,1.156273870E0
3.499767542E0,1.866624925E-2,1.408103085E-1,-9.834163034E-1,9.936214559E-1
3.509761542E0,3.461706983E-2,1.626420575E-1,-8.260566205E-1,8.426270353E-1
3.519754542E0,1.900454722E-3,2.433920692E-1,-6.543519634E-1,6.981545696E-1
3.529748542E0,-7.703843666E-2,2.720971471E-1,-6.304257417E-1,6.909474611E-1
3.539741542E0,-5.899248563E-2,1.145133697E-1,-8.289281881E-1,8.388774441E-1
3.549735542E0,5.417394139E-2,-3.488975108E-2,-9.725556850E-1,9.746879866E-1
3.559729542E0,-1.646411475E-3,-1.547685624E-1,-1.049518492E0,1.060869965E0
3.569722542E0,-5.630971000E-2,-2.160402927E-1,-1.067686960E0,1.090779371E0
3.579716542E0,-1.227926251E-1,-1.603514839E-1,-9.696735924E-1,9.904834693E-1
3.589709542E0,-2.254387417E-1,-6.501855299E-2,-8.958524948E-1,9.260678868E-1
3.599703542E0,-1.752427707E-1,-3.258273214E-2,-9.604829389E-1,9.768823568E-1
3.609697542E0,-7.576518718E-2,6.078494959E-2,-9.446171039E-1,9.495981501E-1
3.619690542E0,-8.609012749E-2,1.256600265E-1,-9.245769417E-1,9.370402731E-1
3.629684542E0,1.526751861E-2,1.406425665E-1,-9.620757204E-1,9.724212670E-1
3.639677542E0,1.027806026E-1,1.149175219E-1,-1.063335462E0,1.074454371E0
3.649671542E0,7.240566943E-2,-4.175584406E-2,-1.310407805E0,1.313070732E0
3.659664542E0,9.771885071E-2,-1.968416910E-1,-1.616734078E0,1.631601883E0
3.669658542E0,1.105962468E-1,-1.194846359E-1,-1.758875213E0,1.766394668E0
3.679652542E0,1.179023428E-1,-6.805311173E-2,-1.947354362E0,1.952106862E0
3.689645542E0,1.420873769E-1,4.289663583E-3,-2.105665387E0,2.110458231E0
3.699639542E0,9.066904552E-2,8.294246167E-2,-2.026587058E0,2.030309196E0
3.709632542E0,-2.117985763E-2,1.129000863E-1,-1.862345787E0,1.865885003E0
3.719626542E0,-1.582668419E-1,1.367763144E-1,-1.692450258E0,1.705328130E0
3.729619542E0,-2.375367039E-1,1.010265841E-1,-1.556372686E0,1.577633035E0
3.739613542E0,-2.177719091E-1,-8.654156908E-2,-1.610153037E0,1.627116114E0
3.749607542E0,-1.889391425E-1,-3.052780129E-1,-1.728820524E0,1.765704695E0
3.759600542E0,-2.761773342E-1,-4.635691573E-1,-1.709859173E0,1.792983178E0
3.769594542E0,-3.625022274E-1,-5.143561721E-1,-1.610689226E0,1.729245477E0
3.779587542E0,-4.667707271E-1,-4.509219222E-1,-1.473912912E0,1.610473460E0
3.789581542E0,-4.199145761E-1,-3.580460644E-1,-1.416995530E0,1.520658268E0
3.799574542E0,-1.579378629E-1,-2.439465679E-1,-1.445509477E0,1.474432754E0
3.809568542E0,1.395411338E-1,-1.474049444E-1,-1.598904163E0,1.611736476E0
3.819562542E0,3.616529194E-1,-7.769268528E-2,-1.746455142E0,1.785198742E0
3.829555542E0,4.683925255E-1,-4.559015572E-2,-1.857632346E0,1.916316246E0
3.839549542E0,4.573450155E-1,-5.419959605E-2,-1.913822334E0,1.968455737E0
3.849542542E0,4.451594181E-1,-5.592584029E-2,-1.848050514E0,1.901732186E0
3.859536542E0,2.775122170E-1,-1.235190685E-1,-1.748144403E0,1.774338988E0
3.869529542E0,1.207267307E-1,-2.259197482E-1,-1.718521239E0,1.737506813E0
3.879523542E0,-5.275869593E-2,-5.198972860E-1,-1.753348424E0,1.829564802E0
3.889517542E0,-2.065189060E-1,-8.538256323E-1,-1.873225701E0,2.068971434E0
3.899510542E0,-1.847816625E-1,-1.029464588E0,-1.949594430E0,2.212433060E0
3.909504542E0,-8.317565594E-2,-9.785426491E-1,-1.758844222E0,2.014447047E0
3.919497542E0,1.395893367E-1,-9.362424293E-1,-1.633072953E0,1.887581081E0
3.929491542E0,4.654462962E-1,-9.639737266E-1,-1.536534253E0,1.872651358E0
3.939484542E0,6.942888848E-1,-9.250626992E-1,-1.335846117E0,1.766992615E0
3.949478542E0,7.548919129E-1,-8.446342479E-1,-1.251842093E0,1.688306086E0
3.959472542E0,5.972761220E-1,-7.132446809E-1,-1.289073070E0,1.589706300E0
3.969465542E0,2.416549710E-1,-6.317916512E-1,-1.337837679E0,1.499122233E0
3.979459542E0,-1.416675103E-1,-6.775418745E-1,-1.367704087E0,1.532888497E0
3.989452542E0,-4.723847120E-1,-9.265329815E-1,-1.326733816E0,1.685773799E0
3.999446542E0,-7.009279597E-1,-1.210313706E0,-1.120056962E0,1.791838963E0
4.009439542E0,-6.313608576E-1,-1.369635276E0,-8.064772189E-1,1.710240576E0
4.019433542E0,-4.216853323E-1,-1.502620402E0,-5.240935403E-1,1.646317294E0
4.029427542E0,-2.825257294E-1,-1.639361048E0,-2.569792807E-1,1.683259869E0
4.039420542E0,-2.363122239E-1,-1.642432737E0,4.355707884E-2,1.659917462E0
4.049414542E0,-1.685610843E-1,-1.501003647E0,2.055547732E-1,1.524361359E0
4.059407542E0,1.945836425E-2,-1.329417981E0,2.513577676E-1,1.353111792E0
4.069401542E0,9.345586505E-2,-1.186547625E0,2.598660511E-1,1.218260904E0
4.079394542E0,3.736469474E-2,-1.150348025E0,1.979095387E-1,1.167846258E0
4.089388542E0,2.834236789E-2,-1.118689956E0,1.043090647E-1,1.123899857E0
4.099382542E0,8.572906192E-2,-1.082524270E0,-5.084855676E-2,1.087103419E0
4.109375542E0,2.360185475E-1,-1.055328212E0,-1.439251202E-1,1.090933926E0
4.119369542E0,4.406534440E-1,-1.022308912E0,-8.810350657E-2,1.116715361E0
4.129362542E0,5.643092643E-1,-1.067786143E0,-9.490674198E-2,1.211453459E0
4.139356542E0,5.162521683E-1,-1.067506720E0,-1.361430609E-1,1.193575231E0
4.149350542E0,3.476506651E-1,-9.499308342E-1,-8.931154132E-2,1.015483198E0
4.159343542E0,1.419592498E-1,-8.132917833E-1,-3.014824390E-2,8.261385295E-1
4.169337542E0,-4.266895987E-2,-6.086144578E-1,1.459745693E-1,6.273282819E-1
4.179330542E0,-1.212281660E-1,-4.692448302E-1,3.159443575E-1,5.785393815E-1
4.189324542E0,-7.601125446E-2,-3.953300310E-1,4.999433702E-1,6.418776501E-1
4.199317958E0,1.156518226E-1,-3.897137073E-1,7.459035730E-1,8.494847014E-1
4.209311958E0,3.246342701E-1,-4.462806948E-1,8.872389615E-1,1.044866902E0
4.219305958E0,5.293866226E-1,-4.351091507E-1,8.125004357E-1,1.062886225E0
4.229298958E0,6.460718675E-1,-4.563835870E-1,6.315747195E-1,1.012216115E0
4.239292958E0,7.352930693E-1,-5.090870268E-1,5.389846444E-1,1.044188654E0
4.249285958E0,8.631822737E-1,-6.608644460E-1,6.166017544E-1,1.249809256E0
4.259279958E0,7.952090496E-1,-8.796296874E-1,6.389322710E-1,1.346974486E0
4.269272958E0,4.675246159E-1,-6.982888920E-1,8.527854127E-1,1.197259205E0
4.279266958E0,1.119452360E-1,-1.212462192E-1,1.439452931E0,1.448881335E0
4.289260958E0,-1.504940285E-1,3.936693487E-1,2.098665685E0,2.140565735E0
4.299253958E0,-2.359372712E-1,8.402658661E-1,2.915262095E0,3.043101412E0
4.309247958E0,-2.270311578E-1,1.085318435E0,3.381640694E0,3.558785331E0
4.319240958E0,-2.503690034E-1,1.002812980E0,3.283223868E0,3.442074589E0
4.329234958E0,-2.992276065E-2,6.615978330E-1,2.847226818E0,2.923235812E0
4.339227958E0,2.292568273E-1,3.034791536E-1,2.363855626E0,2.394258071E0
4.349221958E0,9.474682063E-2,2.207853447E-1,2.332818605E0,2.345157942E0
4.359215958E0,-1.517441632E-1,1.521431626E-1,2.525012491E0,2.534139284E0
4.369208958E0,-9.393939324E-2,1.330608931E-1,2.582688841E0,2.587819828E0
4.379202958E0,9.264167681E-2,2.242051619E-1,2.692460960E0,2.703367613E0
4.389195958E0,2.626975653E-1,4.711979464E-1,2.723207958E0,2.776130238E0
4.399189958E0,2.791250253E-1,1.029667633E0,2.922983344E0,3.111584458E0
4.409183958E0,9.842793524E-2,1.618292946E0,3.185709268E0,3.574535446E0
4.419176958E0,-3.794550598E-3,1.671273397E0,3.130926704E0,3.549066243E0
4.429170958E0,5.167842284E-2,1.309911815E0,2.819537913E0,3.109394421E0
4.439163958E0,1.179782470E-1,7.813944179E-1,2.549357958E0,2.669030180E0
4.449157958E0,8.130275622E-2,3.266046356E-1,2.644543027E0,2.665874819E0
4.459150958E0,-8.802486151E-2,3.588677444E-2,2.951360466E0,2.952890929E0
4.469144958E0,-2.610828567E-1,-2.182473242E-3,3.293813176E0,3.304145011E0
4.479138958E0,-4.825876647E-1,2.261506767E-1,3.973697591E0,4.009277681E0
4.489131958E0,-4.530383219E-1,5.664853422E-1,4.485190381E0,4.543465871E0
4.499125958E0,-3.110076995E-1,9.169280528E-1,4.517462334E0,4.620059392E0
4.509118958E0,-5.976716861E-2,1.209460305E0,4.251465477E0,4.420557097E0
4.519112958E0,3.215094450E-1,1.318211792E0,3.503131217E0,3.756724501E0
4.529105958E0,8.228571703E-1,1.130605047E0,2.470976032E0,2.839204862E0
4.539099958E0,1.272125500E0,8.396936430E-1,1.416566344E0,2.080876957E0
4.549093958E0,1.359878904E0,7.153261435E-1,6.086688370E-1,1.652706834E0
4.559086958E0,1.108671849E0,6.693032938E-1,7.104016185E-2,1.296983759E0
4.569080958E0,7.653243689E-1,6.791879388E-1,-2.140466845E-1,1.045386832E0
4.579073958E0,3.088466417E-1,7.385574237E-1,8.279891253E-2,8.048036879E-1
4.589067958E0,-8.341842502E-2,7.583508334E-1,7.949704832E-1,1.101831516E0
4.599060958E0,-3.540773398E-1,8.497805285E-1,1.583450557E0,1.831614964E0
4.609054958E0,-3.828661792E-1,8.841276580E-1,2.070034209E0,2.283267363E0
4.619048958E0,-3.214234909E-1,8.285811558E-1,2.171791549E0,2.346601441E0
4.629041958E0,-2.659568033E-1,8.170549782E-1,2.028596746E0,2.203069816E0
4.639035958E0,-1.920053858E-1,9.400567143E-1,1.776797513E0,2.019302379E0
4.649028958E0,-2.492112547E-2,1.059858781E0,1.460329830E0,1.804573332E0
4.659022958E0,2.040796669E-1,1.023460010E0,1.117653172E0,1.529139469E0
4.669016958E0,4.131556334E-1,9.068659448E-1,8.867834634E-1,1.333974636E0
4.679009958E0,3.996072692E-1,7.164789221E-1,6.568726981E-1,1.050956591E0
4.689003958E0,2.314980651E-1,5.227380095E-1,4.363028598E-1,7.191707490E-1
4.698996958E0,-3.159272544E-2,3.793019358E-1,5.406861842E-1,6.612182760E-1
4.708990958E0,-3.273630926E-1,3.431770335E-1,6.831535935E-1,8.316465013E-1
4.718983958E0,-6.701182495E-1,6.001737097E-1,9.745437384E-1,1.326273896E0
4.728977958E0,-8.024585737E-1,7.458396191E-1,1.479142662E0,1.840673658E0
4.738971958E0,-7.216781931E-1,7.826269379E-1,1.719778975E0,2.022613176E0
4.748964958E0,-5.117103070E-1,7.525077838E-1,1.618415152E0,1.856712958E0
4.758958958E0,-2.440366150E-1,5.655282260E-1,1.326816847E0,1.462812014E0
4.768951958E0,8.922120184E-4,3.923882968E-1,7.563578099E-1,8.520836274E-1
4.778945958E0,1.623482350E-1,2.286357068E-1,6.667287648E-2,2.882299573E-1
4.788938958E0,2.262126938E-1,8.517200500E-2,-5.036037272E-1,5.586082414E-1
4.798932958E0,8.868654706E-2,1.378711324E-1,-8.475609255E-1,8.632689472E-1
4.808926958E0,-1.848703940E-1,3.246541507E-1,-9.895634812E-1,1.057739696E0
4.818919958E0,-4.510090457E-1,4.401914775E-1,-8.364488769E-1,1.047293855E0
4.828913958E0,-6.026600189E-1,4.931971452E-1,-4.898282719E-1,9.199860098E-1
4.838906958E0,-5.587809777E-1,4.775795245E-1,5.018665195E-3,7.350806556E-1
4.848900958E0,-3.592212816E-1,2.550727960E-1,5.675944859E-1,7.185162217E-1
4.858894958E0,-1.887669785E-1,-3.522004567E-2,1.118211581E0,1.134579466E0
4.868887958E0,-5.508574158E-2,-1.510278062E-1,1.503362998E0,1.511933908E0
4.878881958E0,5.220116392E-2,-3.806873605E-1,1.770003049E0,1.811231244E0
4.888874958E0,2.078371608E-1,-6.196568515E-1,1.416737083E0,1.560229106E0
4.898868958E0,3.379623404E-1,-6.093042831E-1,7.297284204E-1,1.008946887E0
4.908861958E0,4.030214585E-1,-5.164325184E-1,9.327069104E-2,6.616859254E-1
4.918855958E0,3.571231545E-1,-3.025765993E-1,-4.026848781E-1,6.174501251E-1
4.928849958E0,2.509677583E-1,7.887309194E-2,-6.978558326E-1,7.457939014E-1
4.938842958E0,2.147416261E-1,3.819448042E-1,-7.067593879E-1,8.315675750E-1
4.948836958E0,2.478054013E-1,6.123021506E-1,-6.206275624E-1,9.063663783E-1
4.958829958E0,3.037291951E-1,8.314454144E-1,-5.489149708E-1,1.041566391E0
4.968823958E0,4.006167545E-1,9.669033279E-1,-5.796298099E-1,1.196397319E0
4.978817958E0,4.954962704E-1,9.306696673E-1,-6.433065730E-1,1.235113732E0
4.988810958E0,5.379332054E-1,7.719812047E-1,-5.695971572E-1,1.099894556E0
4.998804958E0,4.918631760E-1,5.676320542E-1,-4.327705568E-1,8.668482495E-1
5.008797958E0,3.181872763E-1,9.292490132E-2,-2.058196521E-1,3.901793297E-1
5.018791958E0,1.549109786E-1,-3.703299681E-1,1.373317999E-1,4.242660956E-1
5.028784958E0,-7.009349763E-5,-5.529458950E-1,4.897353011E-1,7.386405303E-1
5.038778958E0,-1.898859163E-1,-7.671006069E-1,7.319269735E-1,1.077133741E0
5.048772958E0,-3.103883332E-1,-8.190395962E-1,7.390237391E-1,1.146002995E0
5.058765958E0,-5.149784255E-1,-6.381053285E-1,6.968699920E-1,1.076108254E0
5.068759958E0,-6.367980373E-1,-4.208499844E-1,6.618732369E-1,1.010298288E0
5.078752958E0,-5.568653202E-1,-2.028330405E-1,5.101531935E-1,7.819824218E-1
5.088746958E0,-3.535034356E-1,-8.554067194E-2,2.544269711E-1,4.438636831E-1
5.098740958E0,-1.704419509E-1,-4.268248156E-2,-8.332516193E-2,1.944616555E-1
5.108733958E0,-1.376180211E-1,2.551359460E-2,-3.831317890E-1,4.078965935E-1
5.118727958E0,-1.321740440E-1,4.765210323E-2,-4.985955870E-1,5.180137645E-1
5.128720958E0,-7.876356628E-2,-9.558567680E-2,-4.817836726E-1,4.974493222E-1
5.138714958E0,-1.096364264E-1,-2.191757890E-1,-3.401366276E-1,4.192267857E-1
5.148707958E0,-2.060053012E-1,-2.691960876E-1,7.977882564E-2,3.482375321E-1
5.158701958E0,-3.022921688E-1,-3.088312197E-1,4.845423889E-1,6.492600436E-1
5.168695958E0,-2.978401719E-1,-3.052350359E-1,7.257265860E-1,8.417578468E-1
5.178688958E0,-2.595359027E-1,-2.291001950E-1,8.817250371E-1,9.472511943E-1
5.188682958E0,-2.160448243E-1,-1.221277235E-1,9.547228467E-1,9.864513475E-1
5.198675792E0,-1.648293913E-1,-1.138672158E-2,8.937077361E-1,9.088519700E-1
5.208669792E0,-6.998031747E-2,8.798261538E-2,8.346970510E-1,8.422335498E-1
5.218663792E0,2.458512984E-2,1.756244843E-1,5.860412818E-1,6.122848782E-1
5.228656792E0,8.864638399E-2,2.022967046E-1,2.525482607E-1,3.355037438E-1
5.238650792E0,1.310756446E-1,1.878280619E-1,-7.775451958E-2,2.418800751E-1
5.248643792E0,1.420575196E-1,2.496704804E-1,-3.752047187E-1,4.725402296E-1
5.258637792E0,1.225701385E-1,3.405983749E-1,-4.476306707E-1,5.756769138E-1
5.268630792E0,1.462495712E-1,2.727825139E-1,-3.980334181E-1,5.042120971E-1
5.278624792E0,2.127657057E-1,1.294614841E-1,-2.094262147E-1,3.254056865E-1
5.288618792E0,1.450448620E-1,-6.197694104E-2,6.607704520E-2,1.710126578E-1
5.298611792E0,3.967840143E-2,-1.753623828E-1,2.447048056E-1,3.036556977E-1
5.308605792E0,-7.899705291E-2,-1.520413114E-1,3.164127195E-1,3.598251017E-1
5.318598792E0,-1.584584478E-1,-1.076841507E-1,3.132651633E-1,3.672056897E-1
5.328592792E0,-1.641683270E-1,1.384759538E-2,2.363497192E-1,2.881044693E-1
5.338586792E0,-1.136191294E-1,1.592081340E-1,1.408190793E-1,2.410115134E-1
5.348579792E0,3.372078303E-2,1.997275843E-1,6.665299594E-2,2.132388825E-1
5.358573792E0,1.570176939E-1,2.591153417E-1,-1.589127034E-1,3.421236089E-1
5.368566792E0,1.875325765E-1,3.238942685E-1,-2.041578734E-1,4.263289829E-1
5.378560792E0,1.727362521E-1,3.021822046E-1,-1.134833461E-1,3.661015807E-1
5.388554792E0,2.425071662E-1,2.228199930E-1,-1.393537670E-1,3.576002619E-1
5.398547792E0,1.689087926E-1,1.745930354E-1,-1.108842587E-1,2.670360034E-1
5.408541792E0,6.385777105E-2,1.626953037E-1,-1.171460420E-1,2.104062070E-1
5.418534792E0,2.443823225E-2,8.494436558E-2,1.392572880E-2,8.948015625E-2
5.428528792E0,-6.515876282E-2,7.504532184E-2,1.896310508E-1,2.140967074E-1
5.438521792E0,-1.495645770E-1,1.536396478E-1,2.279876161E-1,3.129745311E-1
5.448515792E0,-1.507184519E-1,2.393711582E-1,1.598774940E-1,3.249237083E-1
5.458509792E0,-7.443907522E-3,2.748066372E-1,2.913609087E-2,2.764471223E-1
5.468502792E0,2.302167574E-1,3.145216569E-1,-1.642746001E-1,4.229772716E-1
5.478496792E0,3.238023575E-1,3.636495242E-1,-2.867994958E-1,5.651043214E-1
5.488489792E0,3.746403893E-1,4.148584156E-1,-3.549119568E-1,6.621370126E-1
5.498483792E0,3.245638843E-1,4.520790496E-1,-3.785732996E-1,6.730786917E-1
5.508476792E0,2.096458690E-1,4.732484919E-1,-3.211811239E-1,6.091574836E-1
5.518470792E0,1.831600286E-1,5.010082213E-1,-2.582487112E-1,5.926628306E-1
5.528464792E0,2.206497624E-1,4.232417515E-1,-6.962045789E-2,4.823555804E-1
5.538457792E0,2.307690817E-1,2.720122529E-1,8.993836284E-2,3.678776208E-1
5.548451792E0,1.484941985E-1,1.579151319E-1,1.328768063E-1,2.542517679E-1
5.558444792E0,-1.037120275E-1,4.543856665E-2,3.282966006E-1,3.472743957E-1
5.568438792E0,-2.453843434E-1,6.659174636E-3,5.187836838E-1,5.739288555E-1
5.578432792E0,-2.646000117E-1,-2.309006989E-2,5.937087357E-1,6.504124694E-1
5.588425792E0,-2.173289825E-1,-1.242635652E-1,6.270735329E-1,6.751996268E-1
5.598419792E0,-1.190895286E-1,-3.192842871E-2,5.280655539E-1,5.422683557E-1
5.608412792E0,-5.434689106E-2,1.059600261E-1,3.530145353E-1,3.725592219E-1
5.618406792E0,7.585081235E-3,1.757490300E-1,8.337544799E-2,1.946707999E-1
5.628400792E0,4.974580843E-2,2.635185509E-1,-2.152822012E-1,3.438940218E-1
5.638393792E0,6.914230183E-2,2.794744330E-1,-4.310275018E-1,5.183351463E-1
5.648387792E0,7.393497214E-2,2.558351999E-1,-5.764325523E-1,6.349744223E-1
5.658380792E0,6.026692282E-2,2.131370039E-1,-6.227670586E-1,6.609828241E-1
5.668374792E0,1.281596381E-2,1.378794647E-1,-3.893204820E-1,4.132135446E-1
5.678367792E0,-4.997578673E-3,1.066494494E-1,-1.571450901E-1,1.899833155E-1
5.688361792E0,-2.261045203E-2,7.400800752E-2,-3.292450190E-2,8.409780343E-2
5.698355792E0,-2.744556947E-2,2.254065089E-2,2.200775027E-2,4.178135108E-2
5.708348792E0,-6.206033695E-3,1.064154876E-2,-5.687879026E-2,5.819754458E-2
5.718342792E0,-3.859381601E-2,-3.656196339E-2,1.956536829E-2,5.664859608E-2
5.728335792E0,-3.181528509E-2,-8.624376308E-2,2.208300394E-1,2.391988824E-1
5.738329792E0,-1.028156128E-2,-5.704110531E-2,3.218026829E-1,3.269806797E-1
5.748323792E0,-1.022612236E-2,-7.592108857E-2,3.774085343E-1,3.851049039E-1
5.758316792E0,5.129842691E-2,-6.109952979E-2,3.143112302E-1,3.242780143E-1
5.768310792E0,6.079214897E-2,-5.571197838E-2,1.601061201E-1,1.800929749E-1
5.778303792E0,3.692991771E-2,-8.635944659E-2,4.121468425E-2,1.025691135E-1
5.788297792E0,1.360475320E-2,-6.916680532E-2,-5.139527142E-2,8.723881127E-2
5.798290792E0,-9.572805651E-2,-5.720930412E-2,-1.096224296E-1,1.563772437E-1
5.808284792E0,-1.479173067E-1,-5.134966314E-2,-1.468510669E-1,2.146661440E-1
5.818278792E0,-1.417786074E-1,-3.499752257E-2,-2.340470856E-1,2.758696040E-1
5.828271792E0,-1.567659347E-1,-7.477108743E-2,-2.825608492E-1,3.316728920E-1
5.838265792E0,-1.479024329E-1,-7.355504930E-3,-3.823365676E-1,4.100127852E-1
5.848258792E0,-1.045786945E-1,1.704743846E-2,-4.210825574E-1,4.342094410E-1
5.858252792E0,-3.903520770E-2,1.440145461E-2,-3.548523152E-1,3.572832419E-1
5.868246792E0,-1.829005402E-2,-1.623582666E-2,-3.334532601E-1,3.343489267E-1
5.878239792E0,-4.861890379E-2,-7.171166888E-2,3.707368612E-2,9.423809985E-2
5.888233792E0,1.499076258E-2,-1.050769229E-1,2.650759202E-1,2.855365584E-1
5.898226792E0,9.882488810E-2,-1.670502551E-1,3.220985520E-1,3.760580054E-1
5.908220792E0,1.916965432E-1,-1.459787994E-1,-9.855481982E-3,2.411524520E-1
5.918214792E0,1.813087088E-1,6.504333057E-2,-6.903333896E-1,7.167033358E-1
5.928207792E0,-1.221227534E-1,2.514047463E-1,-7.706121522E-1,8.197325189E-1
5.938201792E0,-1.397257230E-1,3.339792171E-1,-4.391282344E-1,5.691212537E-1
5.948194792E0,4.065949112E-2,3.477080409E-1,-2.429693520E-1,4.261316486E-1
5.958188792E0,-3.016622409E-2,3.571625866E-1,-1.711632049E-1,3.972051826E-1
5.968181792E0,-1.979618713E-2,4.390463734E-1,-1.805532485E-1,4.751348046E-1
5.978175792E0,1.311254921E-1,4.032446759E-1,-2.400369734E-1,4.872554894E-1
5.988169792E0,1.570851561E-1,3.312940295E-1,-3.159203839E-1,4.839805464E-1
5.998162792E0,1.221617105E-1,3.672223192E-1,-3.332298964E-1,5.107033181E-1
6.008156792E0,2.955244917E-2,3.180584914E-1,-3.171295881E-1,4.501174590E-1
6.018149792E0,2.593601938E-2,2.563338943E-1,-5.222376341E-1,5.823331425E-1
6.028143792E0,1.345119436E-1,1.598446582E-1,-6.927781105E-1,7.235919348E-1
6.038137792E0,1.238688051E-1,-2.446416557E-2,-4.466372287E-1,4.641409165E-1
6.048130792E0,6.307245344E-2,-8.711370086E-2,-7.116412282E-2,1.289622566E-1
6.058124792E0,-4.298715804E-2,-1.061225604E-1,2.750530243E-1,2.979329786E-1
6.068117792E0,-1.163391628E-1,-1.892955668E-1,6.548980933E-1,6.915628135E-1
6.078111792E0,-8.419983231E-2,-2.776281746E-1,8.374534285E-1,8.862817047E-1
6.088105792E0,-1.425691144E-1,-3.006711379E-1,7.696304047E-1,8.384867592E-1
6.098098792E0,-1.912199951E-1,-2.358893240E-1,6.594273466E-1,7.259843560E-1
6.108092792E0,-1.250944546E-1,-1.147355273E-1,5.167675638E-1,5.439315939E-1
6.118085792E0,-9.437672842E-2,-7.187247645E-2,2.145577312E-1,2.451685945E-1
6.128079792E0,3.278204910E-3,-6.146077808E-2,-1.212396777E-1,1.359677657E-1
6.138072792E0,1.973723989E-2,3.538201354E-2,-3.028325611E-1,3.055306950E-1
6.148066792E0,-3.862656042E-2,1.579966640E-1,-2.461174929E-1,2.950064022E-1
6.158060792E0,1.588198788E-2,2.054490848E-1,-1.142411453E-1,2.356111272E-1
6.168053792E0,1.642280782E-1,2.122070956E-1,1.217858076E-2,2.686094394E-1
