"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.940267833E0,2.453270590E-2,5.580262849E-3,5.592277050E-3,2.577336910E-2
2.950260833E0,8.779959753E-4,1.430909601E-2,3.660356998E-4,1.434067947E-2
2.960254833E0,3.440483417E-3,1.606387284E-2,-1.234990418E-2,2.055249547E-2
2.970247833E0,3.754515443E-3,-2.025267195E-2,9.887641668E-4,2.062146362E-2
2.980241833E0,-5.676550046E-3,-6.803929769E-3,-2.294447422E-3,9.153205432E-3
2.990235833E0,2.401802301E-2,4.860784890E-2,-5.651626289E-2,7.831779092E-2
3.000228833E0,1.724656356E-2,8.861272596E-4,-3.815659046E-2,4.188262852E-2
3.010222833E0,-3.118396852E-2,9.207446035E-3,2.363210678E-2,4.019568915E-2
3.020215833E0,-5.396141337E-2,2.924016218E-2,-6.191616654E-3,6.168595735E-2
3.030209833E0,-3.728802312E-2,-1.127790855E-3,-2.465127647E-2,4.471413660E-2
3.040203833E0,-5.429084916E-2,-2.325744644E-2,-1.827722669E-2,6.182606354E-2
3.050196833E0,-2.725089373E-2,1.690051803E-2,7.551094294E-3,3.294325036E-2
3.060190833E0,-5.400287379E-3,3.030512287E-2,-1.647511482E-2,3.491408003E-2
3.070183833E0,-2.456411641E-2,5.391132832E-4,-1.595120430E-2,2.929381124E-2
3.080177833E0,-1.644505648E-2,-8.824197594E-3,-1.693119764E-2,2.519864678E-2
3.090171833E0,-1.310180129E-2,-6.489651063E-3,-3.818816543E-3,1.511145684E-2
3.100164833E0,-1.566344820E-2,-9.838945325E-4,3.426468372E-4,1.569805927E-2
3.110158833E0,2.757239923E-2,1.396706130E-2,1.049867570E-2,3.264258250E-2
3.120151833E0,1.618938698E-2,-2.055198544E-2,7.642310858E-3,2.725592177E-2
3.130145833E0,-1.553700216E-2,-6.641249266E-3,-1.736506104E-2,2.422911416E-2
3.140139833E0,-2.508954355E-2,2.566630743E-2,-9.153816104E-3,3.704101621E-2
3.150132833E0,-4.161788631E-2,3.477025774E-2,-3.043183386E-2,6.218613830E-2
3.160126833E0,-1.065106876E-4,-4.955149814E-4,-1.503377616E-2,1.504231715E-2
3.170119833E0,3.912821498E-2,1.853704406E-2,4.694729447E-3,4.355088626E-2
3.180113833E0,3.663779447E-2,2.073220759E-2,-1.989573598E-2,4.656170879E-2
3.190106833E0,-1.189557552E-2,7.804607637E-3,-4.677772522E-4,1.423500730E-2
3.200100833E0,-5.298390510E-2,4.657727536E-3,-2.017289400E-4,5.318862021E-2
3.210094833E0,-4.049602490E-2,-3.882233251E-2,4.715779424E-3,5.629689254E-2
3.220087833E0,-1.054393681E-2,-4.046401139E-2,2.372858584E-2,4.807865022E-2
3.230081833E0,4.292015260E-2,-1.941867627E-2,1.071619213E-2,4.831212333E-2
3.240074833E0,2.575289190E-2,2.989022638E-2,-9.043303728E-3,4.047738154E-2
3.250068833E0,-3.463353340E-2,-4.469100013E-3,-2.460508347E-3,3.500726484E-2
3.260062833E0,-5.845417634E-2,2.232320756E-2,-1.757614553E-2,6.499336288E-2
3.270055833E0,-5.754409377E-2,3.986202227E-2,-6.505027413E-3,7.030376184E-2
3.280049833E0,-4.169788353E-2,3.242097440E-2,-2.852096379E-2,6.002731418E-2
3.290042833E0,6.651573256E-4,-7.112900298E-3,-6.831886768E-3,9.884860228E-3
3.300036833E0,3.176615020E-2,-1.483119755E-2,-1.102375567E-2,3.675018243E-2
3.310030833E0,4.277554365E-2,-3.757822774E-2,1.294515073E-2,5.839047236E-2
3.320023833E0,1.327902675E-3,-1.193434074E-2,-6.635420322E-3,1.371935192E-2
3.330017833E0,-3.107131826E-2,2.364432198E-2,-1.828424335E-2,4.311373719E-2
3.340010833E0,-6.894824736E-2,2.431592038E-2,-8.090207577E-3,7.355661939E-2
3.350004833E0,-7.846683836E-2,2.066146541E-2,-8.380814195E-3,8.157315074E-2
3.359997833E0,-1.004109453E-2,8.218270736E-3,-8.964366317E-3,1.577096753E-2
3.369991833E0,6.314850379E-2,-3.395880125E-3,-1.313752413E-2,6.458993786E-2
3.379985833E0,5.290526005E-2,1.537557333E-2,3.493711352E-3,5.520489847E-2
3.389978833E0,-2.792158764E-2,4.733302798E-3,1.267091632E-3,2.834827566E-2
3.399972833E0,1.239554901E-3,-1.756980496E-2,5.190573335E-3,1.836236897E-2
3.409965833E0,1.889712291E-2,2.798407062E-2,-4.613453150E-4,3.377013921E-2
3.419959833E0,4.189000111E-3,5.297306947E-2,-1.556470335E-2,5.537105563E-2
3.429953833E0,-5.557334455E-2,9.663967397E-3,-1.484023333E-3,5.642686608E-2
3.439946833E0,-7.200705377E-2,-4.889467310E-2,-7.303757071E-3,8.734443152E-2
3.449940833E0,-2.058587188E-2,-3.064473647E-2,7.238268256E-3,3.762008136E-2
3.459933833E0,2.913340481E-2,2.741695466E-3,-1.723759174E-3,2.931285581E-2
3.469927833E0,1.369342988E-2,-4.292651145E-3,1.314454079E-2,1.946062251E-2
3.479921833E0,-2.744672064E-2,-1.077806298E-2,3.372089267E-2,4.479495192E-2
3.489914833E0,-6.530504828E-2,2.669383680E-2,8.484894633E-3,7.105845264E-2
3.499908833E0,-8.264032507E-2,4.238558918E-2,-2.334910154E-2,9.576607981E-2
3.509901833E0,-3.470797576E-2,3.022985824E-2,-1.358308196E-2,4.798945745E-2
3.519895833E0,4.257379644E-2,2.036450909E-2,-2.117744565E-2,5.172741611E-2
3.529889833E0,9.089610022E-2,6.274902932E-3,-6.179922223E-3,9.132177659E-2
3.539882833E0,5.023337485E-2,1.104674254E-2,-3.328293622E-2,6.126317257E-2
3.549876833E0,2.428098327E-2,2.033483447E-2,-7.408071399E-2,8.056689038E-2
3.559869833E0,2.179063585E-2,4.646337342E-2,-3.499792457E-2,6.211707981E-2
3.569863833E0,-4.727181494E-3,2.282029398E-2,-1.761824548E-2,2.921497280E-2
3.579856833E0,-8.815445043E-3,-3.712932603E-2,2.733690262E-2,4.694257309E-2
3.589850833E0,-1.002103128E-2,-1.651869485E-2,9.133350849E-3,2.137069127E-2
3.599844833E0,-2.559507189E-2,2.733246239E-2,6.203895807E-3,3.795602098E-2
3.609837833E0,-1.635531999E-2,-2.729280182E-2,4.053289890E-3,3.207526590E-2
3.619831833E0,-5.902592439E-2,-3.002983779E-2,5.421596825E-2,8.558751148E-2
3.629824833E0,-7.081146263E-2,2.737218691E-3,4.858159125E-2,8.591813903E-2
3.639818833E0,1.567629380E-2,-9.613544298E-3,-9.885887504E-3,2.087815109E-2
3.649812833E0,2.853251204E-2,-8.487251792E-3,-8.314740658E-4,2.977967487E-2
3.659805833E0,2.620400459E-2,2.416406636E-2,1.753579974E-2,3.972475591E-2
3.669799833E0,4.021753298E-2,1.171141564E-2,-1.137108028E-2,4.340401689E-2
3.679792833E0,5.359925145E-2,-8.851396283E-3,-1.453325450E-2,5.623559779E-2
3.689786833E0,6.620191980E-2,2.140257259E-2,-1.444086850E-2,7.105844765E-2
3.699780833E0,5.857179673E-2,-9.846318299E-3,-2.784561038E-2,6.559712931E-2
3.709773833E0,6.810955564E-2,-8.530502915E-3,-1.043435633E-2,6.943023002E-2
3.719767833E0,6.820197819E-2,4.370238215E-2,-5.759507418E-3,8.120701915E-2
3.729760833E0,-3.247114168E-2,-3.286866099E-3,-1.692418098E-2,3.676420043E-2
3.739754833E0,-8.633974878E-2,-3.011466810E-2,-8.946239948E-5,9.144098347E-2
3.749747833E0,8.404250566E-2,9.760975446E-2,-2.982196927E-2,1.322125439E-1
3.759741833E0,-3.706283223E-2,9.177734870E-3,-3.680529892E-2,5.303314416E-2
3.769735958E0,-7.184223538E-2,-5.135419473E-2,2.743279696E-2,9.247225773E-2
3.779728958E0,-8.638736704E-2,-2.919458130E-2,-1.819419622E-2,9.298456613E-2
3.789722958E0,-1.972789531E-1,-9.146039307E-2,-8.600669503E-3,2.176188419E-1
3.799715958E0,-1.177170043E-1,-6.390812105E-2,-5.496382713E-3,1.340587605E-1
3.809709958E0,2.737520188E-2,4.397051353E-3,-3.805251002E-2,4.708215434E-2
3.819703958E0,-3.309458278E-2,3.406505613E-2,1.528929949E-2,4.989430967E-2
3.829696958E0,-1.138674716E-1,-2.245224830E-2,3.134107590E-2,1.202171684E-1
3.839690958E0,-1.001801996E-1,-5.400209720E-2,-1.954080999E-2,1.154735561E-1
3.849683958E0,-9.400086209E-2,-4.499600552E-2,3.122296214E-2,1.087918929E-1
3.859677958E0,-8.160964368E-2,-7.454900287E-2,5.102689683E-2,1.217433036E-1
3.869671958E0,-7.252767524E-2,-5.606446498E-2,6.186763465E-2,1.105942681E-1
3.879664958E0,-5.563969217E-2,7.789404877E-3,-3.206613064E-3,5.627372869E-2
3.889658958E0,2.794969082E-3,8.707231354E-2,-4.360327184E-2,9.741994125E-2
3.899651958E0,-5.469430704E-3,5.065796494E-2,-1.050335348E-2,5.202369189E-2
3.909645958E0,-3.323612195E-2,6.809990773E-2,-1.648213148E-2,7.754932555E-2
3.919638958E0,-4.523426129E-2,5.939637291E-2,-4.867982447E-2,8.912795757E-2
3.929632958E0,-5.386802237E-2,5.652012753E-2,-3.403547287E-2,8.517453883E-2
3.939626958E0,-5.527725616E-2,1.456350471E-2,6.510874629E-3,5.753314008E-2
3.949619958E0,-9.242494611E-2,-2.556959996E-2,2.175982833E-2,9.833445599E-2
3.959613958E0,-6.977308849E-2,-3.708706163E-2,2.759651899E-2,8.369768144E-2
3.969606958E0,-2.051371358E-2,-2.386533760E-2,9.222813249E-3,3.279370470E-2
3.979600958E0,9.610045105E-3,-1.020313550E-2,-2.351340830E-2,2.737402621E-2
3.989594958E0,2.054400947E-2,-1.259581614E-2,-2.690420866E-2,3.611851815E-2
3.999587958E0,2.451190260E-2,-5.953188214E-2,1.686804771E-2,6.655380826E-2
4.009581958E0,1.097126777E-1,-7.205797023E-2,6.350777864E-2,1.458165309E-1
4.019574958E0,1.173051868E-1,-1.635116299E-2,4.550829470E-2,1.268813314E-1
4.029568958E0,1.023404534E-1,4.465916935E-2,2.368122339E-3,1.116853518E-1
4.039562958E0,9.940263868E-2,3.188708707E-2,-2.281349659E-2,1.068556340E-1
4.049555958E0,2.119631206E-2,-2.566773268E-2,1.277850509E-2,3.565678530E-2
4.059549958E0,-7.375894354E-2,-6.174509894E-2,-1.781061888E-3,9.620816585E-2
4.069542958E0,-9.657258631E-2,-8.449815908E-2,7.449352741E-3,1.285367503E-1
4.079536958E0,-3.748920389E-2,-2.698605141E-2,5.619174242E-2,7.274063029E-2
4.089529958E0,-4.187623275E-2,9.924680125E-3,4.505747437E-2,6.230805840E-2
4.099523958E0,-6.156378044E-2,-1.363955327E-2,1.158187240E-1,1.318715789E-1
4.109517958E0,7.858794881E-3,-6.520694297E-2,2.912398714E-1,2.985537954E-1
4.119510958E0,1.697973867E-2,-1.400051743E-1,4.578521883E-1,4.790807727E-1
4.129504958E0,9.843632234E-3,-1.932365902E-1,5.885643554E-1,6.195524815E-1
4.139497958E0,-1.247382495E-1,-2.487212215E-1,2.178339261E-1,3.533744420E-1
4.149491958E0,-1.509905448E0,-2.679312253E-1,-1.536186343E-1,1.541168481E0
4.159485958E0,-1.496690887E0,-2.355270890E-1,-5.077692837E-1,1.597931871E0
4.169478958E0,-5.970555358E-1,-2.038567418E-1,-6.781425297E-2,6.345326287E-1
4.179472958E0,-3.728862977E-1,1.523036138E-2,2.960497910E-1,4.763629222E-1
4.189465958E0,-5.644175474E-1,-1.281365051E-1,1.475673509E-1,5.972957850E-1
4.199459958E0,-3.834154155E-1,-5.570017431E-2,1.260893583E-1,4.074413044E-1
4.209453958E0,-2.977810784E-1,-9.051535511E-3,2.401410538E-1,3.826528802E-1
4.219446958E0,-3.411084348E-1,-3.303160644E-2,2.443785310E-1,4.209120071E-1
4.229440958E0,-3.217392406E-1,-4.797192765E-3,1.928283083E-1,3.751291891E-1
4.239433958E0,-2.685367410E-1,1.426663061E-2,1.442987573E-1,3.051846152E-1
4.249427958E0,-2.114049307E-1,4.914624956E-2,1.841311598E-1,2.846255129E-1
4.259420958E0,-6.997819785E-2,4.608005189E-2,1.953414416E-1,2.125525774E-1
4.269414958E0,3.811449051E-2,3.530598147E-2,2.251014304E-1,2.310192215E-1
4.279408958E0,6.983278491E-2,2.874076428E-2,2.170831436E-1,2.298428607E-1
4.289401958E0,1.092219319E-1,9.762707683E-3,2.012529767E-1,2.291887900E-1
4.299395958E0,1.554949693E-1,1.939037666E-2,3.521549946E-1,3.854449538E-1
4.309388958E0,2.180761470E-1,-3.959682363E-2,4.689472800E-1,5.186874452E-1
4.319382958E0,1.899928107E-1,-9.772160073E-2,3.931387138E-1,4.474425412E-1
4.329376958E0,1.024899960E-1,-1.307417411E-1,3.176938444E-1,3.585065982E-1
4.339369958E0,-3.225678641E-2,-7.457619242E-2,3.053316611E-1,3.159581175E-1
4.349363958E0,-1.414550371E-1,-3.711828941E-2,3.147515255E-1,3.470674542E-1
4.359356958E0,-1.963750101E-1,-2.182825902E-2,3.225020099E-1,3.782157636E-1
4.369350958E0,-2.107408150E-1,-4.918612939E-2,3.826681048E-1,4.396201142E-1
4.379344958E0,-1.747531760E-1,-4.435049118E-2,3.922943759E-1,4.317412604E-1
4.389337958E0,-1.360104022E-1,-4.541633810E-2,3.672057277E-1,3.942099945E-1
4.399331958E0,-9.126323227E-2,-4.111455982E-2,4.252621472E-1,4.368835983E-1
4.409324958E0,-8.682556104E-2,-2.208302404E-2,4.248756462E-1,4.342184390E-1
4.419318958E0,-7.205944117E-2,-2.902457351E-2,4.082999593E-1,4.156246452E-1
4.429311958E0,-6.841139987E-2,-3.578709768E-2,4.684777486E-1,4.747970482E-1
4.439305958E0,-8.215791151E-2,-3.670748597E-2,4.521739572E-1,4.610408328E-1
4.449299958E0,-1.241458900E-1,2.520279224E-2,3.863220298E-1,4.065613035E-1
4.459292958E0,-1.523081271E-1,1.002699178E-1,4.001816851E-1,4.397694886E-1
4.469286958E0,-9.481165163E-2,1.863753029E-1,3.868897945E-1,4.397825780E-1
4.479279958E0,-3.074963003E-2,2.705485121E-1,3.098585755E-1,4.124977260E-1
4.489273958E0,2.663209386E-2,3.141780233E-1,3.285111934E-1,4.553424019E-1
4.499267958E0,8.466625739E-2,3.332247801E-1,3.959687662E-1,5.244028919E-1
4.509260958E0,9.150731698E-2,3.336082478E-1,4.695916432E-1,5.832532584E-1
4.519254958E0,1.864718733E-1,2.905378583E-1,5.317849678E-1,6.340183425E-1
4.529247958E0,2.738392154E-1,2.170437845E-1,6.292481124E-1,7.197562833E-1
4.539241958E0,2.931840340E-1,1.709089607E-1,6.748096168E-1,7.553375203E-1
4.549234958E0,3.275832768E-1,1.432354503E-1,6.296720356E-1,7.240953458E-1
4.559228958E0,3.772404634E-1,1.217375041E-1,5.939858937E-1,7.141075753E-1
4.569222958E0,3.858372226E-1,1.187722988E-1,5.735773569E-1,7.014044523E-1
4.579215958E0,3.343616981E-1,1.176321375E-1,5.011841494E-1,6.138571630E-1
4.589209958E0,3.187300441E-1,1.017481305E-1,4.168059039E-1,5.344798262E-1
4.599202958E0,2.389917105E-1,6.685720995E-2,3.787007689E-1,4.527705783E-1
4.609196958E0,1.865652095E-1,4.405725332E-2,3.791942739E-1,4.248951828E-1
4.619190958E0,2.439635979E-1,4.749804737E-2,3.791901809E-1,4.533866947E-1
4.629183958E0,2.685839573E-1,2.237245208E-2,3.683786792E-1,4.564435562E-1
4.639177958E0,2.560884574E-1,5.077527470E-2,3.219073480E-1,4.144680534E-1
4.649170958E0,2.514970775E-1,5.838042833E-2,2.765709615E-1,3.783524166E-1
4.659164958E0,2.871730598E-1,6.483719794E-2,2.399071652E-1,3.797731908E-1
4.669157958E0,2.737260718E-1,5.817471597E-2,2.083544201E-1,3.488865493E-1
4.679151958E0,2.250299482E-1,1.878615372E-2,2.179187107E-1,3.138151711E-1
4.689145958E0,1.899074049E-1,2.274512071E-3,2.440534258E-1,3.092443540E-1
4.699138958E0,1.991867168E-1,-5.734930839E-3,2.227613747E-1,2.988826988E-1
4.709132958E0,1.884472089E-1,-2.058859449E-3,2.623259747E-1,3.230038799E-1
4.719125958E0,2.660011690E-1,5.594383875E-2,2.460315388E-1,3.666304040E-1
4.729119958E0,3.868607046E-1,1.072292373E-1,2.204938245E-1,4.580140180E-1
4.739113958E0,4.742113821E-1,1.433491512E-1,2.456924003E-1,5.529829741E-1
4.749106958E0,5.789679050E-1,1.849662518E-1,2.360310459E-1,6.520176409E-1
4.759100958E0,5.495596994E-1,2.276178528E-1,2.007752591E-1,6.278028789E-1
4.769093583E0,4.649328741E-1,1.911677356E-1,1.918746275E-1,5.380739292E-1
4.779087583E0,3.425866109E-1,9.797682256E-2,2.403158855E-1,4.297868874E-1
4.789080583E0,2.766862978E-1,5.458944088E-2,3.412815124E-1,4.427283424E-1
4.799074583E0,2.402031074E-1,1.567724397E-2,3.874505424E-1,4.561372947E-1
4.809068583E0,2.459894389E-1,-6.462061342E-2,4.288997000E-1,4.986397301E-1
4.819061583E0,2.361189734E-1,-4.648823323E-2,4.187068337E-1,4.829376130E-1
4.829055583E0,2.778563987E-1,3.026098553E-3,3.304822898E-1,4.317775810E-1
4.839048583E0,3.921164013E-1,2.733375974E-2,2.656594723E-1,4.744231885E-1
4.849042583E0,4.891088085E-1,5.493822729E-2,2.680620933E-1,5.604488569E-1
4.859036583E0,4.166809197E-1,3.679842845E-2,3.137118906E-1,5.228692604E-1
4.869029583E0,3.073363424E-1,2.816983849E-2,3.871768928E-1,4.951314103E-1
4.879023583E0,2.592619606E-1,1.888899162E-2,4.585351431E-1,5.270939534E-1
4.889016583E0,1.863577064E-1,-1.333090251E-2,5.339887834E-1,5.657304380E-1
4.899010583E0,1.966937564E-2,-8.485848460E-2,5.529945731E-1,5.598132230E-1
4.909004583E0,-1.352807793E-1,-1.107098655E-1,4.844710529E-1,5.150434590E-1
4.918997583E0,-2.106113722E-1,-9.756534303E-2,3.846070415E-1,4.492201271E-1
4.928991583E0,-2.419697705E-1,-1.016454387E-1,3.172395158E-1,4.117305860E-1
4.938984583E0,-2.245696262E-1,-1.084682623E-1,3.275423098E-1,4.116805140E-1
4.948978583E0,-1.685731076E-1,-9.316081820E-2,3.869225389E-1,4.322093032E-1
4.958971583E0,-7.469722979E-2,-6.320204236E-2,4.381640285E-1,4.489564458E-1
4.968965583E0,3.666423485E-3,-1.794879589E-2,4.373115045E-1,4.376950467E-1
4.978959583E0,5.623442709E-2,5.321295150E-3,4.159802771E-1,4.197978298E-1
4.988952583E0,4.346695863E-2,3.082542457E-2,3.822126067E-1,3.859093935E-1
4.998946583E0,-4.904834524E-2,2.592600603E-2,3.624706525E-1,3.666917941E-1
5.008939583E0,-1.550395077E-1,5.196201280E-2,3.286573738E-1,3.670871410E-1
5.018933583E0,-1.795011882E-1,7.154079314E-2,2.945575815E-1,3.522824584E-1
5.028927583E0,-1.208603396E-1,1.038046510E-1,3.330182272E-1,3.691663134E-1
5.038920583E0,-3.146817975E-2,1.194072334E-1,3.807063639E-1,4.002320193E-1
5.048914583E0,1.197340562E-1,1.441806984E-1,3.939397824E-1,4.362486334E-1
5.058907583E0,2.190216418E-1,1.180904221E-1,4.564693218E-1,5.198846691E-1
5.068901583E0,2.030613012E-1,1.204371290E-1,5.524197918E-1,6.007550420E-1
5.078894583E0,1.171226531E-1,1.264138423E-1,5.429619205E-1,5.696541253E-1
5.088888583E0,5.200323567E-2,1.164438279E-1,5.111565757E-1,5.268249676E-1
5.098882583E0,-1.554939095E-2,9.735791305E-2,5.020173776E-1,5.116070701E-1
5.108875583E0,-1.278197687E-1,1.121700980E-1,4.662142915E-1,4.962618157E-1
5.118869583E0,-2.163369658E-1,1.149261283E-1,3.714888132E-1,4.449872313E-1
5.128862583E0,-2.129478830E-1,1.666175977E-1,2.292389202E-1,3.544837194E-1
5.138856583E0,-1.107945771E-1,1.565602041E-1,1.820665079E-1,2.644517898E-1
5.148850583E0,-3.043943524E-2,1.552868815E-1,2.251651651E-1,2.752088777E-1
5.158843583E0,4.956542183E-2,1.258475211E-1,3.179768497E-1,3.455482695E-1
5.168837583E0,1.095846785E-1,6.138768788E-2,4.481528270E-1,4.654226105E-1
5.178830583E0,1.044226835E-1,-7.185904613E-2,5.935286415E-1,6.069135586E-1
5.188824583E0,2.033551969E-2,-1.712832373E-1,6.735431099E-1,6.952782189E-1
5.198817583E0,-1.127806570E-1,-2.184948807E-1,7.557760119E-1,7.947684378E-1
5.208811583E0,-2.373014997E-1,-2.278000849E-1,7.419888622E-1,8.116356030E-1
5.218805583E0,-2.922499413E-1,-2.655038633E-1,5.835971457E-1,7.046190163E-1
5.228798583E0,-3.555016850E-1,-2.510733919E-1,5.108981287E-1,6.711454344E-1
5.238792583E0,-3.664072904E-1,-1.924833592E-1,4.212392628E-1,5.905477648E-1
5.248785583E0,-3.614896724E-1,-3.793973185E-2,4.191295874E-1,5.547826760E-1
5.258779583E0,-3.759765146E-1,1.324865046E-1,4.792284393E-1,6.233545624E-1
5.268773583E0,-2.616862893E-1,2.990330404E-1,5.137802213E-1,6.495156573E-1
5.278766583E0,-7.646469690E-2,4.005882493E-1,5.920966583E-1,7.189549695E-1
5.288760583E0,-1.617175397E-2,3.185755315E-1,7.388126546E-1,8.047335171E-1
5.298753583E0,-4.496439401E-2,2.095590379E-1,9.296143180E-1,9.540018697E-1
5.308747583E0,-1.600022955E-1,6.378243333E-2,1.036729462E0,1.050940964E0
5.318740583E0,-2.987277427E-1,-7.541972637E-2,1.021684576E0,1.067129688E0
5.328734583E0,-3.274565384E-1,-1.515494874E-1,9.243798906E-1,9.923070159E-1
5.338728583E0,-2.963448196E-1,-1.669129004E-1,8.071256751E-1,8.758607331E-1
5.348721583E0,-2.104118725E-1,-1.344255327E-1,7.452913696E-1,7.860042019E-1
5.358715583E0,-1.085550569E-1,-5.589271216E-2,7.471613091E-1,7.570721349E-1
5.368708583E0,-5.782059398E-2,6.168295400E-2,8.055019033E-1,8.099267400E-1
5.378702583E0,-1.702201221E-2,1.766474729E-1,8.169022197E-1,8.359565270E-1
5.388696583E0,-9.755786955E-3,2.975338874E-1,8.130921739E-1,8.658755527E-1
5.398689583E0,-9.562635150E-2,3.643402997E-1,8.668409497E-1,9.451462771E-1
5.408683583E0,-1.625525951E-1,4.195837333E-1,8.627940917E-1,9.730814458E-1
5.418676583E0,-1.941578921E-1,3.657758277E-1,8.467586875E-1,9.425972194E-1
5.428670583E0,-1.707370525E-1,2.086438207E-1,8.342532474E-1,8.767336345E-1
5.438663583E0,-1.263754334E-1,4.941942416E-2,8.364822060E-1,8.474169638E-1
5.448657583E0,-5.178593852E-2,-8.431728825E-2,8.671391577E-1,8.727665823E-1
5.458651583E0,5.735504597E-2,-1.731781554E-1,8.520983648E-1,8.714079975E-1
5.468644583E0,2.008969543E-1,-1.745324437E-1,8.362471479E-1,8.775707678E-1
5.478638583E0,2.676780043E-1,-1.508948917E-1,8.763391668E-1,9.286501588E-1
5.488631583E0,3.222240844E-1,-6.553694520E-2,8.986211514E-1,9.568925883E-1
5.498625583E0,3.955322350E-1,-1.225444838E-2,8.794890618E-1,9.644153308E-1
5.508619583E0,3.669648224E-1,3.928046186E-2,8.710070908E-1,9.459701305E-1
5.518612583E0,1.993747048E-1,9.097003095E-2,8.299017495E-1,8.583488412E-1
5.528606583E0,3.670651753E-2,1.365445454E-1,6.915075105E-1,7.058147196E-1
5.538599583E0,-2.014994368E-2,1.854922454E-1,5.659368002E-1,5.959008770E-1
5.548593583E0,-1.135325724E-1,1.818822110E-1,5.194654691E-1,5.619743386E-1
5.558586583E0,-2.351277973E-1,1.023676978E-1,4.891295296E-1,5.522788456E-1
5.568580583E0,-2.568819246E-1,-3.758173607E-2,4.985376996E-1,5.620858902E-1
5.578574583E0,-1.855321527E-1,-1.220431399E-1,6.061492717E-1,6.455491052E-1
5.588567583E0,-1.205416663E-1,-1.723144303E-1,7.359551203E-1,7.654100178E-1
5.598561583E0,2.451233201E-2,-2.397745978E-1,9.037789804E-1,9.353657881E-1
5.608554583E0,2.227039989E-1,-2.813600504E-1,1.074387285E0,1.132726174E0
5.618548583E0,2.872531667E-1,-2.885965462E-1,1.125721160E0,1.197100864E0
5.628541583E0,2.913973077E-1,-2.643663058E-1,1.064765106E0,1.135132885E0
5.638535583E0,1.913958867E-1,-2.347185287E-1,9.365789366E-1,9.843298622E-1
5.648529583E0,7.706089363E-2,-1.748930341E-1,7.339565420E-1,7.584313814E-1
5.658522583E0,3.104184464E-2,-9.633346260E-2,5.029962015E-1,5.130778799E-1
5.668516583E0,-7.122617640E-2,-1.230893712E-3,3.025349379E-1,3.108087385E-1
5.678509583E0,-2.009620046E-1,3.851334371E-2,8.165636659E-2,2.203106151E-1
5.688503583E0,-2.646156713E-1,1.854293696E-3,7.171843886E-2,2.741686094E-1
5.698497583E0,-2.767301519E-1,-9.999416677E-2,2.430026811E-1,3.816133035E-1
5.708490583E0,-2.038167614E-1,-1.938887192E-1,2.751062340E-1,3.934686107E-1
5.718484583E0,-8.231556706E-2,-2.210204759E-1,2.974455214E-1,3.796047175E-1
5.728477583E0,-5.608210713E-3,-2.184916648E-1,3.266576260E-1,3.930334136E-1
5.738471583E0,4.572793074E-2,-1.587723154E-1,2.460683763E-1,2.963938893E-1
5.748464583E0,1.426940621E-1,-1.156330567E-1,2.632866722E-1,3.210178670E-1
5.758458583E0,1.932766436E-1,-4.531785820E-2,2.239173692E-1,2.992466499E-1
5.768452958E0,1.180200545E-1,1.614059013E-2,1.345748377E-1,1.797210028E-1
5.778445958E0,1.473023258E-2,9.742068839E-2,1.483444458E-1,1.780838142E-1
5.788439958E0,-6.250973202E-2,1.228392840E-1,2.440475786E-1,2.802787486E-1
5.798432958E0,-7.805236213E-2,9.973882617E-2,2.509741902E-1,2.811192787E-1
5.808426958E0,-3.246717654E-2,1.206581173E-1,2.968309790E-1,3.220576484E-1
5.818420958E0,2.066420630E-1,1.510273311E-1,3.698071539E-1,4.497416236E-1
5.828413958E0,4.826087147E-1,1.792608311E-1,4.206364149E-1,6.648162232E-1
5.838407958E0,6.495611934E-1,2.420707811E-1,4.855849475E-1,8.463573408E-1
5.848400958E0,7.925760484E-1,3.361469261E-1,5.238514656E-1,1.007765799E0
5.858394958E0,7.338037835E-1,3.354541773E-1,5.210091341E-1,9.604415732E-1
5.868387958E0,5.731995537E-1,2.202556235E-1,3.857536805E-1,7.251732000E-1
5.878381958E0,3.765897779E-1,1.734421207E-1,1.428392923E-1,4.385260465E-1
5.888375958E0,2.068263964E-1,1.635673063E-1,-9.263860703E-2,2.794876267E-1
5.898368958E0,8.472293884E-2,1.013051308E-1,-2.249885792E-1,2.608842016E-1
5.908362958E0,5.420295820E-2,7.594191927E-2,-2.393253672E-1,2.568691635E-1
5.918355958E0,5.339260720E-2,2.562154882E-2,-8.589150488E-2,1.043292139E-1
5.928349958E0,1.278930051E-1,-3.756236717E-2,8.802515388E-2,1.597372214E-1
5.938342958E0,2.231864673E-1,-1.120658349E-1,1.446145070E-1,2.885902045E-1
5.948336958E0,2.445045385E-1,-1.550662588E-1,1.968418372E-1,3.501067306E-1
5.958330958E0,1.987757307E-1,-2.231977232E-2,1.099878806E-1,2.282702285E-1
5.968323958E0,1.549012211E-1,1.713510467E-1,3.966751099E-3,2.310223033E-1
5.978317958E0,1.850927344E-1,3.726381565E-1,-3.572356403E-2,4.176059016E-1
5.988310958E0,2.787504380E-1,4.916708757E-1,-1.402495605E-1,5.823332344E-1
5.998304958E0,2.670060861E-1,4.431493646E-1,2.109090686E-3,5.173761278E-1
6.008298958E0,2.623895632E-1,3.919398154E-1,2.013108641E-1,5.128266430E-1
