"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.018291958E0,2.727819657E-1,3.109100510E-1,3.164209056E-1,5.207660225E-1
6.028285958E0,1.933474680E-1,2.032085048E-1,5.682236463E-1,6.336837161E-1
6.038278958E0,1.154725689E-1,8.557100438E-2,7.719383007E-1,7.852038277E-1
6.048272958E0,1.256693821E-1,-7.158453763E-2,7.274415743E-1,7.416794346E-1
6.058265958E0,1.332625763E-1,-1.515020154E-1,6.361226839E-1,6.673558600E-1
6.068259958E0,2.055815242E-2,-2.359214837E-1,5.268294525E-1,5.776078740E-1
6.078253958E0,-1.209746526E-1,-3.204597236E-1,4.704488450E-1,5.819376400E-1
6.088246958E0,-2.710764060E-1,-2.894442645E-1,3.197485560E-1,5.094109728E-1
6.098240958E0,-2.910206008E-1,-1.436387528E-1,1.057305229E-1,3.413268593E-1
6.108233958E0,-7.184152275E-2,1.948401891E-2,-1.413739800E-2,7.576739013E-2
6.118227958E0,7.911121979E-2,1.169830509E-1,-6.880184770E-2,1.570901446E-1
6.128221958E0,1.667070419E-1,1.206821457E-1,-2.173877835E-1,2.993540822E-1
6.138214958E0,2.673922947E-1,1.099004647E-1,-1.938328600E-1,3.480631107E-1
6.148208958E0,2.050892618E-1,1.327342804E-1,-4.931483209E-2,2.492226858E-1
6.158201958E0,-1.145988487E-2,1.213049107E-1,6.915151119E-2,1.401004704E-1
6.168195958E0,-3.124441411E-1,2.611494418E-2,7.189093173E-2,3.216700759E-1
6.178188958E0,-6.729587538E-1,-5.362353567E-2,3.876762450E-2,6.762040347E-1
6.188182958E0,-8.881213063E-1,-1.440183102E-1,2.498339832E-2,9.000693854E-1
6.198176958E0,-1.012985527E0,-2.017299633E-1,9.328706324E-2,1.037081063E0
6.208169958E0,-9.496968725E-1,-1.913650426E-1,3.084640145E-2,9.692761370E-1
6.218163958E0,-7.493918757E-1,-2.616726214E-1,-5.857155919E-3,7.937852672E-1
6.228156958E0,-6.075213209E-1,-2.581701393E-1,-3.652989507E-2,6.611114954E-1
6.238150958E0,-6.374684937E-1,-2.167765302E-1,-9.953422844E-2,6.806358844E-1
6.248143958E0,-7.363682992E-1,-1.859264743E-1,-1.100177014E-1,7.674052518E-1
6.258137958E0,-8.308268521E-1,-1.727090625E-1,-1.438356578E-1,8.606918002E-1
6.268131958E0,-8.723016644E-1,-2.077964861E-1,-2.615950727E-1,9.340886228E-1
6.278124958E0,-9.881677508E-1,-2.660845649E-1,-3.596294904E-1,1.084716493E0
6.288118958E0,-1.042917351E0,-3.293857541E-1,-4.487515819E-1,1.182180002E0
6.298111958E0,-1.001289414E0,-3.309459009E-1,-4.445947963E-1,1.144451927E0
6.308105958E0,-9.166641241E-1,-3.355698790E-1,-2.887279075E-1,1.017960738E0
6.318099958E0,-8.988776249E-1,-2.420753858E-1,-2.586433983E-1,9.661665925E-1
6.328092958E0,-8.355462129E-1,-1.588950156E-1,-3.514784718E-1,9.202837693E-1
6.338086958E0,-6.305104532E-1,-9.707377492E-2,-6.074871147E-1,8.809127902E-1
6.348079958E0,-5.052512533E-1,-3.712819314E-2,-9.448077232E-1,1.072062948E0
6.358073958E0,-4.300429769E-1,-5.285295487E-2,-1.159410478E0,1.237724950E0
6.368066958E0,-4.117811722E-1,1.890572928E-2,-1.274266750E0,1.339282237E0
6.378060958E0,-4.211245112E-1,5.925698077E-2,-1.286907846E0,1.355355690E0
6.388054958E0,-3.097517176E-1,5.810995806E-2,-1.306094899E0,1.343579837E0
6.398047958E0,-3.483742581E-1,3.910340086E-2,-1.223889479E0,1.273106106E0
6.408041958E0,-4.197472727E-1,4.361823706E-2,-1.085976466E0,1.165090215E0
6.418034958E0,-5.259541243E-1,9.285042241E-2,-1.072449517E0,1.198080510E0
6.428028958E0,-6.040704404E-1,8.303583439E-2,-9.842641497E-1,1.157830714E0
6.438021958E0,-6.087256280E-1,6.548645815E-2,-8.038728690E-1,1.010468681E0
6.448015958E0,-4.837211475E-1,8.598027293E-2,-7.538405836E-1,8.998079691E-1
6.458009958E0,-2.880023412E-1,4.162533694E-2,-8.456225735E-1,8.942905311E-1
6.468002958E0,-2.492469958E-1,1.485210591E-2,-8.746060520E-1,9.095495568E-1
6.477996958E0,-3.072367571E-1,5.361723164E-2,-9.647707021E-1,1.013928863E0
6.487989958E0,-3.490979241E-1,6.588531135E-2,-1.100720220E0,1.156630986E0
6.497983958E0,-3.962558645E-1,-8.041365054E-3,-1.087268701E0,1.157253905E0
6.507977958E0,-3.647424419E-1,-7.409445494E-2,-1.044356570E0,1.108696388E0
6.517970958E0,-3.160075074E-1,-8.180583604E-2,-1.037754478E0,1.087882024E0
6.527964958E0,-2.683517497E-1,-1.028655517E-1,-9.328378880E-1,9.761047631E-1
6.537957958E0,-1.319734845E-1,-6.103990646E-2,-7.960662514E-1,8.092368920E-1
6.547951958E0,-1.365002527E-1,3.043389866E-2,-7.493025595E-1,7.622420002E-1
6.557944958E0,-2.037788276E-1,1.149976288E-1,-7.971210891E-1,8.307540526E-1
6.567938958E0,-1.723696317E-1,4.393941365E-2,-7.581599218E-1,7.787479881E-1
6.577932958E0,-1.750635901E-1,2.012209632E-2,-9.441990280E-1,9.605019333E-1
6.587925958E0,-6.928979784E-2,9.230716126E-2,-1.108233308E0,1.114227424E0
6.597919958E0,-4.830604121E-3,1.504620515E-1,-1.154649090E0,1.164421180E0
6.607912958E0,1.440351210E-1,2.512768385E-1,-1.216719623E0,1.250716917E0
6.617906958E0,2.965678543E-1,3.232460681E-1,-1.176456281E0,1.255583487E0
6.627899958E0,2.108954007E-1,3.249530165E-1,-1.141851874E0,1.205776528E0
6.637893958E0,9.627067812E-2,2.512425226E-1,-1.076520934E0,1.109634250E0
6.647887958E0,1.635275453E-1,1.343320321E-1,-1.041946347E0,1.063220835E0
6.657880958E0,2.223547740E-1,-1.148120893E-2,-1.032545779E0,1.056278490E0
6.667874958E0,2.371021827E-1,-7.661747368E-2,-1.114260033E0,1.141780672E0
6.677867958E0,2.452379986E-1,-3.766648415E-3,-1.309747070E0,1.332513884E0
6.687861958E0,1.836717148E-1,1.201757951E-1,-1.436709418E0,1.453379328E0
6.697855958E0,1.756233148E-1,2.800616944E-1,-1.473372629E0,1.510001658E0
6.707848958E0,2.169213950E-1,3.372101692E-1,-1.381911067E0,1.438903675E0
6.717842958E0,1.709396951E-1,4.341471376E-1,-1.293294175E0,1.374886882E0
6.727835958E0,3.351445672E-1,4.352820090E-1,-1.139534622E0,1.265042080E0
6.737829958E0,5.461528923E-1,4.030434586E-1,-1.014728728E0,1.220819971E0
6.747822958E0,6.014979579E-1,2.453716075E-1,-9.276087230E-1,1.132459696E0
6.757816958E0,4.894577046E-1,3.871377530E-2,-9.724913657E-1,1.089406746E0
6.767810500E0,3.038856447E-1,-1.962771423E-1,-1.157501362E0,1.212716209E0
6.777803500E0,1.597906628E-1,-5.303470644E-1,-1.307928001E0,1.420379077E0
6.787797500E0,2.160006778E-1,-6.111142156E-1,-1.341489265E0,1.489869231E0
6.797790500E0,1.730275896E-1,-3.064898301E-1,-1.235985614E0,1.285120617E0
6.807784500E0,1.326660141E-2,-1.133895805E-1,-1.166612493E0,1.172185100E0
6.817777500E0,-2.267404050E-3,1.149942118E-1,-1.150912135E0,1.156644955E0
6.827771500E0,-1.305639401E-2,3.554669672E-1,-1.069824702E0,1.127409476E0
6.837765500E0,-2.335867636E-2,3.922731797E-1,-9.622949910E-1,1.039440006E0
6.847758500E0,-6.499786846E-2,2.311807440E-1,-7.545089203E-1,7.918036184E-1
6.857752500E0,4.874852926E-2,4.431350755E-2,-6.448139852E-1,6.481706423E-1
6.867745500E0,3.113776090E-1,1.440247787E-2,-7.119838750E-1,7.772287212E-1
6.877739500E0,5.094312085E-1,-3.242960818E-2,-6.998234206E-1,8.662128236E-1
6.887732500E0,5.227336241E-1,-3.302208827E-1,-8.162584412E-1,1.023999080E0
6.897726500E0,4.857909156E-1,-3.215076908E-1,-1.112548553E0,1.255836092E0
6.907720500E0,3.316239586E-1,-3.493842184E-1,-1.305505500E0,1.391541732E0
6.917713500E0,2.344579987E-1,-4.934467482E-1,-1.391804556E0,1.495185663E0
6.927707500E0,1.727735281E-1,-5.823074692E-1,-1.484879365E0,1.604306520E0
6.937700500E0,1.499506029E-1,-4.603708034E-1,-1.497642667E0,1.573963157E0
6.947694500E0,1.392228625E-1,-2.408581965E-1,-1.387006330E0,1.414631485E0
6.957688500E0,2.088909021E-1,-1.210925836E-1,-1.268650500E0,1.291422825E0
6.967681500E0,1.887921216E-1,-2.765440643E-2,-1.197409778E0,1.212516972E0
6.977675500E0,1.621800544E-1,5.322647318E-3,-1.095577594E0,1.107529216E0
6.987668500E0,2.360444214E-1,2.402292006E-2,-8.601143128E-1,8.922391499E-1
6.997662500E0,1.526050926E-1,4.126248524E-2,-5.892783004E-1,6.101145977E-1
7.007655500E0,-6.733215004E-2,8.003157154E-2,-4.887938994E-1,4.998581269E-1
7.017649500E0,-2.184595051E-1,2.769402131E-2,-5.092053598E-1,5.547806888E-1
7.027643500E0,-2.957405464E-1,-3.385519590E-2,-5.545540255E-1,6.293955928E-1
7.037636500E0,-2.408001081E-1,-2.237747703E-2,-6.229185015E-1,6.682162098E-1
7.047630500E0,-2.098753539E-1,-3.937456548E-2,-7.180819362E-1,7.491593207E-1
7.057623500E0,-7.211093321E-2,-2.358593936E-1,-8.780956703E-1,9.120754610E-1
7.067617500E0,2.019148084E-1,-2.439937842E-1,-1.016004590E0,1.064221727E0
7.077610500E0,5.258134988E-1,-1.375827916E-1,-8.840896511E-1,1.037797365E0
7.087604500E0,7.717616417E-1,-1.538559582E-1,-6.882535350E-1,1.045457133E0
7.097598500E0,8.395470241E-1,-1.393675445E-1,-5.407879257E-1,1.008322418E0
7.107591500E0,6.618079673E-1,-4.077884741E-3,-3.378363329E-1,7.430611029E-1
7.117585500E0,3.995463851E-1,1.683679435E-1,-1.948075908E-1,4.753262834E-1
7.127578500E0,1.923461323E-1,2.747289058E-1,-1.870050663E-1,3.839842459E-1
7.137572500E0,1.317794301E-2,3.518990693E-1,-2.425781733E-1,4.276105510E-1
7.147565500E0,-7.836789250E-2,4.004076069E-1,-2.640854019E-1,4.860132485E-1
7.157559500E0,-5.291072354E-2,3.474322351E-1,-2.193208730E-1,4.142587935E-1
7.167553500E0,-5.749793731E-2,2.773604818E-1,-3.033740133E-1,4.150549862E-1
7.177546500E0,-1.125064225E-1,2.074196696E-1,-4.360327184E-1,4.957874000E-1
7.187540500E0,-7.343540065E-2,9.370411590E-2,-5.828656590E-1,5.948996519E-1
7.197533500E0,-2.880163014E-2,-5.944261160E-2,-5.969621265E-1,6.006053100E-1
7.207527500E0,2.829167984E-2,-9.591363251E-2,-4.540228468E-1,4.649049252E-1
7.217521500E0,1.051055286E-1,-7.846228849E-2,-2.501228356E-1,2.824268680E-1
7.227514500E0,2.654524809E-1,-1.214042768E-2,-1.103661954E-1,2.877379132E-1
7.237508500E0,4.256653493E-1,4.197664954E-2,-4.972881496E-2,4.306111746E-1
7.247501500E0,4.394363827E-1,1.079564117E-1,-7.351470351E-2,4.584357456E-1
7.257495500E0,2.108030513E-1,2.612352132E-1,-2.184122157E-1,4.004817836E-1
7.267488500E0,5.259789750E-3,3.858830501E-1,-3.546792376E-1,5.241476465E-1
7.277482500E0,-7.099930443E-2,3.238113476E-1,-3.261728919E-1,4.650628403E-1
7.287476500E0,-5.451651514E-3,2.067038607E-1,-2.744525152E-1,3.436282725E-1
7.297469500E0,5.338120513E-2,8.976459090E-2,-2.467238492E-1,2.679176974E-1
7.307463500E0,6.790901441E-2,-1.981365569E-2,-1.446443278E-1,1.610161381E-1
7.317456500E0,1.568935867E-1,-6.163809489E-2,-5.619466603E-2,1.776870642E-1
7.327450500E0,2.954755944E-1,4.394686885E-2,1.158918142E-2,2.989506034E-1
7.337443500E0,2.516473509E-1,-9.690711100E-2,2.102775693E-2,2.704802099E-1
7.347437500E0,3.078477911E-1,-2.131116782E-1,-4.955924571E-2,3.776810409E-1
7.357431500E0,3.621667800E-1,-2.884394936E-1,-5.564151943E-2,4.663240254E-1
7.367424500E0,4.116359420E-1,-3.308196010E-1,-1.410845429E-1,5.466174214E-1
7.377418500E0,5.061047641E-1,-2.874051577E-1,-2.305697465E-1,6.260240929E-1
7.387411500E0,4.949287250E-1,-1.658199462E-1,-2.895663983E-1,5.969081976E-1
7.397405500E0,3.176210831E-1,-1.515218228E-2,-3.139989889E-1,4.468871290E-1
7.407398500E0,4.011252064E-2,4.452442758E-2,-2.438932121E-1,2.511480397E-1
7.417392500E0,-1.157453415E-1,1.196512084E-2,-1.299707401E-1,1.744492518E-1
7.427386500E0,-1.485554207E-1,-3.622982327E-2,-1.680372834E-2,1.538300309E-1
7.437379500E0,-1.166399655E-1,-6.700328071E-2,1.262934262E-1,1.845111126E-1
7.447373500E0,8.127593212E-3,-1.436887100E-1,2.449673456E-1,2.841152998E-1
7.457366500E0,1.832647486E-1,-1.948001722E-1,2.619096529E-1,3.743390729E-1
7.467360500E0,3.045614001E-1,-1.934215815E-1,1.251432788E-1,3.818774605E-1
7.477353500E0,3.316645968E-1,-1.231752157E-1,-2.828122795E-2,3.549272691E-1
7.487347500E0,2.873122601E-1,-9.607450403E-2,-5.275708795E-2,3.075092770E-1
7.497341500E0,2.563742035E-1,-7.772133663E-2,2.667148948E-2,2.692205541E-1
7.507334500E0,2.783397077E-1,-5.589192644E-2,1.382772946E-1,3.157807950E-1
7.517328500E0,2.426845926E-1,-3.300186787E-2,2.456023532E-1,3.468507614E-1
7.527321500E0,2.067385420E-1,-7.177091762E-4,3.087563753E-1,3.715801921E-1
7.537315500E0,1.302125224E-1,-1.344735347E-2,2.483943987E-1,2.807773310E-1
7.547308500E0,-4.723600075E-3,2.134438366E-2,1.223728681E-1,1.243101522E-1
7.557302500E0,-1.275750627E-1,7.695008889E-3,5.035739064E-2,1.373698533E-1
7.567296500E0,-1.536319368E-1,-4.598966673E-2,6.192786098E-3,1.604872956E-1
7.577289500E0,-1.533084396E-1,-2.643566396E-2,6.728741884E-2,1.694990227E-1
7.587283500E0,-1.536148337E-1,1.616766091E-2,1.450021774E-1,2.118597220E-1
7.597276500E0,-8.078461982E-2,2.266168825E-2,1.411950552E-1,1.642429619E-1
7.607270500E0,-2.453265108E-2,5.719432063E-2,8.878704607E-2,1.084259232E-1
7.617264500E0,2.112204328E-2,8.858692512E-2,3.293268800E-2,9.684186054E-2
7.627257500E0,1.178279735E-1,9.048003428E-2,-7.382109761E-3,1.487432805E-1
7.637251500E0,1.777363524E-1,6.395494446E-2,-1.441514075E-2,1.894419229E-1
7.647244500E0,1.497658309E-1,1.028273072E-2,1.565007269E-2,1.509319828E-1
7.657238500E0,1.517829741E-1,-8.725869354E-2,4.684964597E-2,1.812375241E-1
7.667231500E0,8.921060376E-2,-1.192256773E-1,-2.440043092E-3,1.489269880E-1
7.677225500E0,3.976545185E-2,-1.027481871E-1,-4.048787534E-2,1.173786572E-1
7.687219500E0,-3.817500919E-2,-1.076943102E-1,-3.446758211E-2,1.193457582E-1
7.697212500E0,-1.587342902E-1,-2.150324520E-1,-1.071578282E-1,2.879554313E-1
7.707206500E0,-1.405202866E-1,-1.700954668E-1,-1.611773300E-1,2.732335090E-1
7.717199500E0,-1.122575504E-1,-4.378749568E-2,-9.568968415E-2,1.538688339E-1
7.727193500E0,-2.068941510E-1,4.774832647E-2,-4.734139681E-2,2.175460877E-1
7.737186500E0,-2.122999019E-1,1.615721267E-1,-1.597985566E-2,2.672679485E-1
7.747180500E0,-1.659733625E-1,1.833473405E-1,2.892559111E-2,2.489981810E-1
7.757174500E0,-1.224567756E-1,1.019069920E-1,6.950994551E-2,1.738169423E-1
7.767167500E0,-1.156811683E-1,2.165318973E-2,4.737355649E-2,1.268670453E-1
7.777161500E0,-1.099177140E-1,3.506032532E-2,8.412623048E-2,1.427877898E-1
7.787154500E0,-1.193228873E-1,-9.891179234E-2,1.005411190E-1,1.847430938E-1
7.797148500E0,-7.505515248E-2,-1.666722327E-1,5.995734930E-3,1.828902892E-1
7.807141500E0,-1.188091363E-1,-1.310622142E-1,3.442840576E-3,1.769315348E-1
7.817135500E0,-1.326234756E-1,-1.697765012E-1,2.830637097E-2,2.172885116E-1
7.827129500E0,-9.989558637E-2,-1.427927338E-1,-6.741605759E-2,1.868523958E-1
7.837122500E0,9.395159930E-3,-9.615936175E-2,-1.313267094E-1,1.630386349E-1
7.847116500E0,5.337645426E-2,-2.070120821E-2,-1.244603240E-1,1.369961976E-1
7.857109500E0,5.362854235E-2,7.557305133E-2,-9.537276506E-2,1.329784605E-1
7.867103500E0,6.114528425E-2,1.265359760E-1,-5.615607440E-2,1.513393660E-1
7.877096500E0,2.304102637E-2,8.940681439E-2,-1.576409340E-2,9.366415534E-2
7.887090500E0,-4.280439600E-2,7.291786725E-2,6.635127962E-2,1.074789467E-1
7.897084500E0,-1.054241288E-1,1.384690102E-2,9.625861824E-2,1.434283974E-1
7.907077500E0,-1.763070005E-1,-5.413304742E-2,1.010381323E-1,2.102932463E-1
7.917071500E0,-1.783089410E-1,-8.078041714E-2,1.147440058E-1,2.269046961E-1
7.927064500E0,-9.254088543E-2,-9.279776093E-2,1.335123986E-1,1.870850087E-1
7.937058500E0,3.370430119E-2,-6.973318124E-2,1.041166914E-1,1.297651028E-1
7.947051500E0,9.028312929E-2,-2.869696498E-2,5.526378930E-2,1.096751824E-1
7.957045500E0,9.672975764E-2,-2.603830911E-2,-4.143220067E-2,1.084032601E-1
7.967039500E0,9.545506462E-2,2.321975017E-2,-1.397554708E-1,1.708286210E-1
7.977032500E0,6.585477792E-2,3.349133464E-2,-1.471036667E-1,1.646147321E-1
7.987026500E0,1.907727197E-3,1.893544044E-2,-5.087311506E-2,5.431633423E-2
7.997019500E0,-5.632469349E-2,3.130197264E-3,4.481890798E-2,7.204862069E-2
8.007013500E0,-8.537227213E-2,-3.729043510E-3,7.935899556E-2,1.166198130E-1
8.017006500E0,-1.563478953E-1,7.367484413E-2,3.669478655E-2,1.766894292E-1
8.027000500E0,-2.132399149E-1,4.310569206E-2,6.351070225E-2,2.266340030E-1
8.036994500E0,-1.577831675E-1,1.176450653E-2,7.611612976E-2,1.755778937E-1
8.046987500E0,-1.255222515E-1,2.356820768E-2,7.705402315E-2,1.491597081E-1
8.056981500E0,-8.226506174E-2,-2.543323193E-2,4.503174663E-2,9.717122966E-2
8.066974500E0,-1.695385560E-2,-7.232479513E-2,2.419227004E-2,7.812538089E-2
8.076968500E0,1.403112486E-3,-7.389237883E-2,-7.924146652E-3,7.432929754E-2
8.086962500E0,-3.906232417E-3,-5.576374451E-2,-7.464087725E-2,9.325295925E-2
8.096955500E0,1.888665274E-2,-4.154971143E-2,-9.950908542E-2,1.094766745E-1
8.106949500E0,-1.476619296E-2,1.357509686E-2,-9.876181126E-2,1.007780684E-1
8.116942500E0,-1.166843312E-1,9.513114715E-2,-1.114315581E-1,1.873023237E-1
8.126936500E0,-1.932990092E-1,9.509292098E-2,-6.557418466E-2,2.251824688E-1
8.136929500E0,-2.325355804E-1,3.775751799E-2,3.606854975E-2,2.383261769E-1
8.146923500E0,-2.593078613E-1,1.969760673E-2,3.345133603E-2,2.621975486E-1
8.156917500E0,-2.391843762E-1,8.486612253E-3,3.299232960E-2,2.415981834E-1
8.166910500E0,-1.355194554E-1,-1.818283070E-2,-9.860744476E-3,1.370889215E-1
8.176904500E0,-4.062053405E-2,7.875139676E-3,-6.952397883E-2,8.090506315E-2
8.186897500E0,4.304588601E-2,-7.585337050E-3,-1.015146804E-1,1.105247301E-1
8.196891500E0,1.177877008E-1,-2.558292065E-2,-1.100229639E-1,1.631976742E-1
8.206884500E0,1.704048210E-1,-3.600077687E-2,-1.058310950E-1,2.037991159E-1
8.216878500E0,1.312488683E-1,-6.028049933E-2,-1.149486583E-1,1.845892686E-1
8.226871500E0,1.482709171E-1,-1.033791565E-1,-1.096189213E-1,2.113949449E-1
8.236865500E0,1.362870486E-1,-1.069025242E-1,-9.081895351E-2,1.955770733E-1
8.246859500E0,4.845572993E-2,-1.125644196E-1,-5.808097780E-2,1.356175000E-1
8.256852500E0,-8.671625465E-2,-1.062926778E-1,-4.654559076E-2,1.448597052E-1
8.266846500E0,-1.548323701E-1,-2.637837952E-2,-1.666573405E-2,1.579450171E-1
8.276839500E0,-1.454237616E-1,4.259550422E-3,3.486694694E-2,1.496058762E-1
8.286833500E0,-1.206562717E-1,7.501418542E-2,4.897686303E-2,1.502790639E-1
8.296827500E0,-1.184442700E-1,1.263691476E-1,7.380764902E-2,1.882704853E-1
8.306820500E0,-1.048636001E-1,8.156324968E-2,8.830582023E-2,1.595207078E-1
8.316814500E0,-8.806425713E-2,4.366324235E-2,6.663720846E-2,1.187531459E-1
8.326807500E0,-1.254620983E-1,8.214351274E-3,7.654473066E-2,1.471981979E-1
8.336801500E0,-1.057564699E-1,-1.497234385E-3,9.766019583E-2,1.439589750E-1
8.346794500E0,-1.071304925E-2,-1.465403605E-3,6.348965228E-2,6.440382580E-2
8.356788500E0,2.530514136E-2,-1.433344418E-2,1.387485802E-2,3.222281003E-2
8.366782500E0,8.834236532E-2,-2.961570874E-2,-3.229358733E-2,9.861206568E-2
8.376775500E0,1.358553048E-1,-6.864631176E-3,-8.167098463E-2,1.586629659E-1
8.386769500E0,3.736677781E-2,-8.373779263E-3,-1.086605626E-1,1.152107379E-1
8.396762500E0,-6.278762095E-2,-6.708280284E-2,-8.249368787E-2,1.234811577E-1
8.406756500E0,-1.831432727E-1,-7.878927575E-2,3.344899714E-2,2.021584619E-1
8.416749500E0,-2.241638294E-1,-9.584235130E-2,1.337480414E-1,2.780714248E-1
8.426743500E0,-2.190858150E-1,-7.860711671E-2,1.709836954E-1,2.888132566E-1
8.436737500E0,-1.558119249E-1,-1.342221044E-2,1.221413183E-1,1.984339017E-1
8.446730500E0,-3.228437796E-2,2.138743378E-2,1.995888591E-2,4.356673629E-2
8.456724500E0,9.404230423E-2,3.470702559E-2,-2.383208156E-2,1.030364048E-1
8.466717500E0,1.528803503E-1,5.915690202E-2,-4.613453150E-2,1.702948489E-1
8.476711500E0,1.058879592E-1,5.500503173E-2,-7.412105978E-2,1.404697295E-1
8.486704500E0,-2.292664021E-2,7.472270172E-2,-4.788928092E-2,9.166513083E-2
8.496698500E0,-9.498348668E-2,1.139443625E-1,-8.014778495E-3,1.485577907E-1
8.506692500E0,-8.993646249E-2,1.285579249E-1,1.927534640E-2,1.580735472E-1
8.516685500E0,-3.777520582E-2,8.954007609E-2,2.910393119E-2,1.014466865E-1
8.526679500E0,-1.973289102E-2,4.905625725E-2,1.207976282E-2,5.423858436E-2
8.536672500E0,-2.601353154E-3,-3.335385198E-2,-1.729840279E-2,3.766272984E-2
8.546666500E0,-1.951288953E-3,-7.053547405E-2,-8.630431831E-2,1.114786795E-1
8.556659500E0,-3.375480652E-2,-4.328467168E-2,-1.289702815E-1,1.401651999E-1
8.566653500E0,-3.198215000E-2,-7.179978825E-3,-1.036518377E-1,1.087111470E-1
8.576646500E0,-1.826290101E-2,3.186025383E-2,-9.414251089E-2,1.010515793E-1
8.586640500E0,-2.133524738E-2,5.044100583E-2,-1.218752700E-1,1.336153782E-1
8.596634500E0,-2.457226597E-2,-1.154074090E-2,-1.340462494E-1,1.367676202E-1
8.606627500E0,3.268520460E-3,-5.813996159E-2,-9.783502758E-2,1.138535506E-1
8.616621500E0,-7.844989970E-3,-1.294679526E-2,-2.419460893E-2,2.854019054E-2
8.626614500E0,-4.630848616E-2,8.105812334E-3,-7.724171877E-3,4.764286846E-2
8.636608500E0,-2.735035121E-2,1.168357741E-2,-5.369322717E-2,6.138004836E-2
8.646602500E0,-1.705786295E-2,3.702506287E-2,-1.192264813E-1,1.260030945E-1
8.656595500E0,2.373691812E-2,2.762142448E-2,-1.412441719E-1,1.458639793E-1
8.666589500E0,7.291784897E-2,2.102421205E-2,-7.779252648E-2,1.086770784E-1
8.676582500E0,3.603193156E-2,8.056640904E-3,-6.146008372E-3,3.742970710E-2
8.686576500E0,1.004098490E-2,-3.095183406E-2,6.533094049E-3,3.318913568E-2
8.696569500E0,-1.278815299E-2,-2.064502012E-2,2.834730148E-2,3.732724493E-2
8.706563500E0,-2.811889462E-2,-2.137456991E-2,5.310909033E-2,6.378181519E-2
8.716557500E0,-5.636489309E-2,-5.278793201E-2,7.664530277E-2,1.088028923E-1
8.726550500E0,-1.152868467E-1,-1.114646680E-1,1.311325818E-1,2.071501466E-1
8.736544500E0,-1.427344809E-1,-1.269647596E-1,1.877201807E-1,2.678283937E-1
8.746537500E0,-1.626937323E-1,-1.073788712E-1,1.983434021E-1,2.780999419E-1
8.756531500E0,-1.356551839E-1,-1.079433651E-1,1.452787507E-1,2.261857961E-1
8.766525000E0,-5.596004650E-2,-6.904198553E-2,1.066023427E-1,1.387889839E-1
8.776519000E0,-1.567024559E-2,-2.918115098E-2,6.143552542E-2,6.979555826E-2
8.786512000E0,9.778371826E-3,2.082600972E-2,1.811408937E-2,2.928240888E-2
8.796506000E0,-1.295940332E-2,8.099972427E-2,-2.752050519E-2,8.652328977E-2
8.806500000E0,-4.210653082E-3,5.721239218E-2,-2.578446686E-2,6.289535873E-2
8.816493000E0,2.076821364E-2,1.742269266E-2,1.937182546E-3,2.717759360E-2
8.826487000E0,2.035803147E-2,-2.048539113E-2,5.121166885E-2,5.879401093E-2
8.836480000E0,2.503551163E-2,-3.057419529E-2,6.745698810E-2,7.817930355E-2
8.846474000E0,3.357544318E-3,-3.850729549E-2,3.890561879E-2,5.484279427E-2
8.856467000E0,-6.385992721E-2,-5.413403414E-2,2.854142904E-2,8.844883904E-2
8.866461000E0,-9.761553772E-2,-2.435601035E-2,3.327767372E-2,1.059689200E-1
8.876455000E0,-1.064710727E-1,-2.321971362E-2,3.258068562E-2,1.137398150E-1
8.886448000E0,-8.427898899E-2,-2.542891961E-2,3.465118468E-2,9.460593288E-2
8.896442000E0,-6.698928393E-2,-3.002950888E-2,1.565650463E-2,7.506305152E-2
8.906435000E0,-6.555583902E-2,-2.979377473E-2,-4.177075446E-2,8.324681958E-2
8.916429000E0,-3.328556746E-2,-2.156873401E-3,-7.069809973E-2,7.817162151E-2
8.926422000E0,1.883227363E-2,2.340084940E-2,-5.023284495E-2,5.852856563E-2
8.936416000E0,7.603770398E-2,1.148773223E-2,-6.336042881E-3,7.716116807E-2
8.946410000E0,1.024303544E-1,-1.193208408E-2,2.201652110E-2,1.054470451E-1
8.956403000E0,6.630625606E-2,-2.228048634E-2,4.381611049E-2,8.253963413E-2
8.966397000E0,9.308621138E-3,-3.687049538E-2,6.259385884E-2,7.323984586E-2
8.976390000E0,-1.402776271E-2,-6.281287361E-2,1.072788656E-2,6.524816295E-2
8.986384000E0,-5.336680636E-2,1.593859624E-3,-3.567795575E-2,6.421427361E-2
8.996377000E0,-8.454364859E-2,2.408859160E-2,-5.965738714E-2,1.062397882E-1
9.006371000E0,-7.634833731E-2,3.030052733E-2,-9.043245256E-2,1.221688137E-1
9.016365000E0,-7.326312706E-2,3.545276485E-3,-1.062000543E-1,1.290678360E-1
9.026358000E0,-1.984881207E-2,7.434424069E-3,-6.638987124E-2,6.969118312E-2
9.036352000E0,6.310592875E-2,1.704996921E-2,6.531339884E-4,6.537190740E-2
9.046345000E0,1.140440941E-1,-1.529704705E-2,4.427336276E-2,1.232890331E-1
9.056339000E0,9.045730323E-2,-3.995298302E-2,-1.603949726E-2,1.001799882E-1
9.066332000E0,6.363013163E-2,-7.075222302E-2,-1.253742439E-1,1.573955900E-1
